Algorithm,100,1000,10000,100000
Quick Sort,0.0008995666673096517,0.07159386666414018,,
Merge Sort,0.00034069999916634214,0.0026805666711879894,0.03991203333134763,0.4677498333330732
Heap Sort,0.0001912333294361209,0.003207966665892551,0.058871500000047185,0.7179131666683437
Radix Sort,0.00010819999927965303,0.0019739333365578204,0.03063723333373976,0.3806420666660415
